COMPNOS,NatureCode,INCIDENT_TYPE_DESCRIPTION,MAIN_CRIMECODE,REPTDISTRICT,REPORTINGAREA,FROMDATE,WEAPONTYPE,Shooting,DOMESTIC,SHIFT,Year,Month,DAY_WEEK,UCRPART,X,Y,STREETNAME,XSTREETNAME,Geo,Latitude,Longitude,Latitude_Fixed,Longitude_Fixed,postcode
130472957,MVAINJ,OPERATING UNDER INFLUENCE,21xx,C11,344,7/29/2013 22:20,Unarmed,No,No,First,2013,7,Monday,Part Two,771872.0152,2934620.21,BOWDOIN ST,WESTVILLE ST,"42.29995136, -71.07229956",(42.29995136, -71.07229956),42.29995136,-71.07229956,2122
130016118,FIGHT ,DISORDERLY,24xx,C11,356,1/8/2013 16:59,Unarmed,No,No,First,2013,1,Tuesday,Part Two,775133.1649,2934645.903,DORCHESTER AV,,"42.29997635, -71.06024456",(42.29997635, -71.06024456),42.29997635,-71.06024456,2122
142038421,ARREST,DISORDERLY,24xx,C11,0,10/12/2014 16:19,Firearm,No,No,First,2014,10,Sunday,Part Two,776305.5261,2934723.04,PARK ST PL,STURTEVANT ST,"42.30017135, -71.05590957",(42.30017135, -71.05590957),42.30017135,-71.05590957,2122
142003273,ARREST,DISORDERLY,24xx,C11,0,6/26/2014 19:30,Unarmed,No,No,First,2014,6,Thursday,Part Two,774430.5608,2934757.085,FREEMAN ST,CHARLES ST,"42.30029136, -71.06283957",(42.30029136, -71.06283957),42.30029136,-71.06283957,2122
140126268,MVA   ,OPERATING UNDER INFLUENCE,21xx,C11,344,3/1/2014 4:40,Other,No,No,Last,2014,3,Saturday,Part Two,771919.4938,2934745.157,BOWDOIN ST,WESTVILLE ST,"42.30029356, -71.07212174",(42.30029356, -71.07212174),42.30029356,-71.07212174,2122
140308030,ABIP  ,DISORDERLY,24xx,C11,352,5/18/2014 6:03,Unarmed,No,No,Last,2014,5,Sunday,Part Two,775195.3002,2934925.008,CHARLES ST S,DORCHESTER AV,"42.30074136, -71.06000957",(42.30074136, -71.06000957),42.30074136,-71.06000957,2122
140203822,MVADD ,OPERATING UNDER INFLUENCE,21xx,C11,352,4/4/2014 19:18,Unarmed,No,No,First,2014,4,Friday,Part Two,775195.3002,2934925.008,CHARLES ST,DORCHESTER AV,"42.30074136, -71.06000957",(42.30074136, -71.06000957),42.30074136,-71.06000957,2122
142014596,MVA,OPERATING UNDER INFLUENCE,21xx,C11,0,7/30/2014 19:30,Unarmed,No,No,First,2014,7,Wednesday,Part Two,776794.0615,2935197.519,PARK ST,,"42.30146635, -71.05409457",(42.30146635, -71.05409457),42.30146635,-71.05409457,2122
142006011,ARREST,DISORDERLY,24xx,C11,0,7/4/2014 16:30,Unarmed,No,No,First,2014,7,Friday,Part Two,775262.4031,2935289.779,DORCHESTER AV,,"42.30174135, -71.05975456",(42.30174135, -71.05975456),42.30174135,-71.05975456,2122
152022856,ARREST,DISORDERLY,24xx,C11,0,3/21/2015 22:34,Other,No,No,First,2015,3,Saturday,Part Two,775262.4031,2935289.779,DORCHESTER AV,,"42.30174135, -71.05975456",(42.30174135, -71.05975456),42.30174135,-71.05975456,2122
142004747,LARCEN,DISORDERLY,24xx,C11,0,7/1/2014 8:45,Unarmed,No,No,Day,2014,7,Tuesday,Part Two,776012.6569,2935377.482,LEONARD ST,,"42.30197135, -71.05697957",(42.30197135, -71.05697957),42.30197135,-71.05697957,2122
130559174,IVPER ,DISORDERLY,24xx,C11,343,9/3/2013 19:30,Unarmed,No,No,First,2013,9,Tuesday,Part Two,772290.2119,2935382.137,HOLIDAY ST,,"42.30203636, -71.07073956",(42.30203636, -71.07073956),42.30203636,-71.07073956,2122
140141545,SUSPER,DISORDERLY,24xx,C11,350,3/7/2014 22:25,Unarmed,No,No,First,2014,3,Friday,Part Two,775650.5539,2935561.46,DUNCAN ST,,"42.30248135, -71.05831456",(42.30248135, -71.05831456),42.30248135,-71.05831456,2122
142024205,SS,DISORDERLY,24xx,C11,0,8/29/2014 17:34,Unarmed,No,No,First,2014,8,Friday,Part Two,775101.1541,2935607.819,ADAMS ST,,"42.30261635, -71.06034456",(42.30261635, -71.06034456),42.30261635,-71.06034456,2122
120679440,ARREST,OPERATING UNDER INFLUENCE,21xx,C11,0,10/28/2012 2:25,Other,No,No,Last,2012,10,Sunday,Part Two,773565.7701,2935619,LONGFELLOW ST,,"42.30266861, -71.06601998",(42.30266861, -71.06601998),42.30266861,-71.06601998,2122
130000627,MVAINJ,OPERATING UNDER INFLUENCE,21xx,C11,345,1/1/2013 3:44,Unarmed,No,No,Last,2013,1,Tuesday,Part Two,773565.7701,2935619,LONGFELLOW ST,,"42.30266861, -71.06601998",(42.30266861, -71.06601998),42.30266861,-71.06601998,2122
152020802,ARREST,DISORDERLY,24xx,C11,0,3/15/2015 4:16,Unarmed,No,No,Last,2015,3,Sunday,Part Two,774109.2782,2935688.367,DRAPER ST,,"42.30285135, -71.06400956",(42.30285135, -71.06400956),42.30285135,-71.06400956,2122
140132322,ARREST,OPERATING UNDER INFLUENCE,21xx,C11,253,3/4/2014 1:33,Other,No,No,Last,2014,3,Tuesday,Part Two,777193.0029,2935729.846,FREEPORT ST,PARK ST,"42.30292136, -71.05260957",(42.30292136, -71.05260957),42.30292136,-71.05260957,2122
152003215,UNK,DISORDERLY,24xx,C11,0,1/12/2015 22:00,Unarmed,No,No,First,2015,1,Monday,Part Two,776016.7599,2935889.52,FENTON ST,,"42.30337635, -71.05695457",(42.30337635, -71.05695457),42.30337635,-71.05695457,2122
152007606,ARREST,DISORDERLY,24xx,C11,0,1/29/2015 1:20,Unarmed,No,No,Last,2015,1,Thursday,Part Two,775616.2525,2935916.597,GREENWICH ST,,"42.30345635, -71.05843456",(42.30345635, -71.05843456),42.30345635,-71.05843456,2122
,DISTRB,Disorderly Conduct,24xx,C11,341,8/2/2015 0:00,None,No,No,,2015,8,Sunday,Part Two,773136,2940000,SPEEDWELL ST,NULL,"42.3040672107931, -71.0676004075585",(42.3040672107931, -71.0676004075585),42.30406721,-71.06760041,2122
140276672,ARREST,OPERATING UNDER INFLUENCE,21xx,C11,340,5/5/2014 23:49,Other,No,No,Last,2014,5,Monday,Part Two,773687.5507,2936163.612,HAMILTON ST,,"42.30416135, -71.06555956",(42.30416135, -71.06555956),42.30416135,-71.06555956,2122
142053531,FIGHT,DISORDERLY,24xx,C11,0,12/1/2014 2:08,Unarmed,No,No,Last,2014,12,Monday,Part Two,774920.9937,2936184.504,ADAMS ST,,"42.30420135, -71.06099956",(42.30420135, -71.06099956),42.30420135,-71.06099956,2122
142030489,TS,OPERATING UNDER INFLUENCE,21xx,C11,0,9/18/2014 2:30,Unarmed,No,No,Last,2014,9,Thursday,Part Two,775878.1467,2936275.091,ORCHARDFIELD ST,,"42.30443636, -71.05745957",(42.30443636, -71.05745957),42.30443636,-71.05745957,2122
142008453,IVPER,PubDrink,PubDrink,C11,0,7/12/2014 11:07,Unarmed,No,No,Day,2014,7,Saturday,Part Two,774864.6395,2936359.138,ADAMS ST,,"42.30468135, -71.06120456",(42.30468135, -71.06120456),42.30468135,-71.06120456,2122
152042366,ARREST,DISORDERLY,24xx,C11,0,5/23/2015 14:30,Unarmed,No,No,Day,2015,5,Saturday,Part Two,772569.3849,2936349.266,DEVER ST,BOWDOIN ST,"42.30468635, -71.06968956",(42.30468635, -71.06968956),42.30468635,-71.06968956,2122
120485962,INVEST,DISORDERLY,24xx,C11,361,8/6/2012 2:20,Unarmed,No,No,Last,2012,8,Monday,Part Two,775438.1029,2936363.917,DORCHESTER AV,,"42.30468635, -71.05908456",(42.30468635, -71.05908456),42.30468635,-71.05908456,2122
130445890,ARREST,DISORDERLY,24xx,C11,348,7/18/2013 18:45,Unarmed,No,No,First,2013,7,Thursday,Part Two,775438.1029,2936363.917,DORCHESTER AV,,"42.30468635, -71.05908456",(42.30468635, -71.05908456),42.30468635,-71.05908456,2122
140195074,ARREST,DISORDERLY,24xx,C11,348,4/1/2014 2:09,Unarmed,No,No,Last,2014,4,Tuesday,Part Two,775438.1029,2936363.917,DORCHESTER AV,,"42.30468635, -71.05908456",(42.30468635, -71.05908456),42.30468635,-71.05908456,2122
,IVMV,Disorderly Conduct,24xx,C11,346,7/6/2015 0:00,None,No,No,,2015,7,Monday,Part Two,774050,2940000,MOUNT IDA RD,NULL,"42.3048048728646, -71.0642142553684",(42.3048048728646, -71.0642142553684),42.30480487,-71.06421426,2122
140355043,ARREST,OPERATING UNDER INFLUENCE,21xx,C11,348,6/6/2014 1:20,Unarmed,No,No,Last,2014,6,Friday,Part Two,776131.714,2936413.066,ORCHARDFIELD ST,FREEPORT ST,"42.30481136, -71.05651957",(42.30481136, -71.05651957),42.30481136,-71.05651957,2122
120543126,DISTRB,DISORDERLY,24xx,C11,348,8/31/2012 9:11,Unarmed,No,No,Day,2012,8,Friday,Part Two,776075.9865,2936465.618,FREEPORT ST,,"42.30495635, -71.05672456",(42.30495635, -71.05672456),42.30495635,-71.05672456,2122
152030120,ARREST,OPERATING UNDER INFLUENCE,21xx,C11,0,4/13/2015 20:04,Unarmed,No,No,First,2015,4,Monday,Part Two,772871.6973,2936480.164,BOWDOIN ST,OLNEY ST,"42.30504135, -71.06856956",(42.30504135, -71.06856956),42.30504135,-71.06856956,2122
130453200,ARREST,DISORDERLY,24xx,C11,341,7/21/2013 17:35,Unarmed,No,No,First,2013,7,Sunday,Part Two,772922.8528,2936527.798,OLNEY ST,BOWDOIN ST,"42.30517136, -71.06837957",(42.30517136, -71.06837957),42.30517136,-71.06837957,2122
140191325,ARREST,DISORDERLY,24xx,C11,341,3/30/2014 9:36,Unarmed,No,No,Day,2014,3,Sunday,Part Two,772922.8528,2936527.798,BOWDOIN ST,OLNEY ST,"42.30517136, -71.06837957",(42.30517136, -71.06837957),42.30517136,-71.06837957,2122
142008619,MVA,OPERATING UNDER INFLUENCE,21xx,C11,0,7/12/2014 23:15,Other,No,No,First,2014,7,Saturday,Part Two,775948.3161,2936595.078,FREEPORT ST,,"42.30531342, -71.05719404",(42.30531342, -71.05719404),42.30531342,-71.05719404,2122
142032496,CD19,PubDrink,PubDrink,C11,0,9/24/2014 11:00,Unarmed,No,No,Day,2014,9,Wednesday,Part Two,772988.8132,2936590.084,BOWDOIN ST,,"42.30534135, -71.06813456",(42.30534135, -71.06813456),42.30534135,-71.06813456,2122
130701184,ARREST,OPERATING UNDER INFLUENCE,21xx,C11,340,11/3/2013 22:06,Other,No,No,First,2013,11,Sunday,Part Two,773703.9466,2936609.337,DRAPER ST,,"42.30538422, -71.06549055",(42.30538422, -71.06549055),42.30538422,-71.06549055,2122
130504219,ARREST,DISORDERLY,24xx,C11,341,8/11/2013 20:20,Unarmed,No,No,First,2013,8,Sunday,Part Two,773054.7721,2936652.371,BOWDOIN ST,NORTON ST,"42.30551136, -71.06788957",(42.30551136, -71.06788957),42.30551136,-71.06788957,2122
140363431,IVPER ,DISORDERLY,24xx,C11,341,6/3/2014 11:24,Unarmed,No,No,Day,2014,6,Tuesday,Part Two,773054.7721,2936652.371,BOWDOIN ST,NORTON ST,"42.30551136, -71.06788957",(42.30551136, -71.06788957),42.30551136,-71.06788957,2122
,IVPER,Disorderly Conduct,24xx,C11,347,6/21/2015 0:00,None,No,No,,2015,6,Sunday,Part Two,775147,2940000,LINDEN ST,NULL,"42.3057082216607, -71.0601545150327",(42.3057082216607, -71.0601545150327),42.30570822,-71.06015452,2122
120564996,ARREST,DISORDERLY,24xx,C11,346,9/9/2012 18:32,Unarmed,No,No,First,2012,9,Sunday,Part Two,774032.922,2936866.891,FOX ST,,"42.30608635, -71.06426956",(42.30608635, -71.06426956),42.30608635,-71.06426956,2122
130621999,ARREST,DISORDERLY,24xx,C11,340,9/29/2013 19:00,Unarmed,No,No,First,2013,9,Sunday,Part Two,773795.8821,2936934.922,MT IDA RD,,"42.30627635, -71.06514456",(42.30627635, -71.06514456),42.30627635,-71.06514456,2122
130420362,ARREST,DISORDERLY,24xx,C11,346,7/8/2013 13:50,Unarmed,No,No,Day,2013,7,Monday,Part Two,774394.6177,2937019.978,FOX ST,JULIETTE ST,"42.30650136, -71.06292957",(42.30650136, -71.06292957),42.30650136,-71.06292957,2122
130109257,UNCONS,OPERATING UNDER INFLUENCE,21xx,C11,340,2/22/2013 3:22,Other,No,No,Last,2013,2,Friday,Part Two,773731.6359,2937067.61,MT IDA RD,POTOSI ST,"42.30664136, -71.06537957",(42.30664136, -71.06537957),42.30664136,-71.06537957,2122
142015947,ARREST,OPERATING UNDER INFLUENCE,21xx,C11,0,8/3/2014 22:40,Other,No,No,First,2014,8,Sunday,Part Two,773425.862,2937087.919,BOWDOIN ST,DRAPER ST,"42.30670136, -71.06650957",(42.30670136, -71.06650957),42.30670136,-71.06650957,2122
120433529,ROBRPT,DISORDERLY,24xx,C11,347,7/14/2012 12:38,Unarmed,No,No,Day,2012,7,Saturday,Part Two,775110.721,2937115.057,HECLA ST,,"42.30675215, -71.06028047",(42.30675215, -71.06028047),42.30675215,-71.06028047,2122
130434522,FIGHT ,DISORDERLY,24xx,C11,340,7/14/2013 3:45,Unarmed,No,No,Last,2013,7,Sunday,Part Two,773517.2475,2937203.177,BOWDOIN ST,,"42.30701635, -71.06616956",(42.30701635, -71.06616956),42.30701635,-71.06616956,2122
130737491,IVPER ,DISORDERLY,24xx,C11,335,11/20/2013 0:01,Unarmed,No,No,Last,2013,11,Wednesday,Part Two,773337.3565,2937470.117,COLEMAN ST,,"42.30775136, -71.06682957",(42.30775136, -71.06682957),42.30775136,-71.06682957,2122
142043228,MVA,OPERATING UNDER INFLUENCE,21xx,C11,0,10/27/2014 15:11,Unarmed,No,No,Day,2014,10,Monday,Part Two,773337.3565,2937470.117,COLEMAN ST,,"42.30775136, -71.06682957",(42.30775136, -71.06682957),42.30775136,-71.06682957,2122
120546282,IVPER ,DISORDERLY,24xx,C11,335,9/1/2012 15:00,Unarmed,No,No,Day,2012,9,Saturday,Part Two,773781.9406,2937547.084,BOWDOIN ST,,"42.30795635, -71.06518456",(42.30795635, -71.06518456),42.30795635,-71.06518456,2122
140301751,DISTRB,DISORDERLY,24xx,C11,335,5/15/2014 20:00,Unarmed,No,No,First,2014,5,Thursday,Part Two,773799.4015,2937570.861,BOWDOIN ST,QUINCY ST,"42.30802136, -71.06511957",(42.30802136, -71.06511957),42.30802136,-71.06511957,2122
130189463,MVA   ,OPERATING UNDER INFLUENCE,21xx,C11,334,3/31/2013 20:42,Other,No,No,First,2013,3,Sunday,Part Two,773799.4015,2937570.861,BOWDOIN ST,QUINCY ST,"42.30802136, -71.06511957",(42.30802136, -71.06511957),42.30802136,-71.06511957,2122
130494148,ARREST,PubDrink,PubDrink,C11,0,8/7/2013 15:30,Unarmed,No,No,Day,2013,8,Wednesday,Part Two,773799.4015,2937570.861,BOWDOIN ST,QUINCY ST,"42.30802136, -71.06511957",(42.30802136, -71.06511957),42.30802136,-71.06511957,2122
130533394,ARREST,OPERATING UNDER INFLUENCE,21xx,C11,339,8/23/2013 20:55,Other,No,No,First,2013,8,Friday,Part Two,774485.4232,2937774.803,CHURCH ST,WINTER ST,"42.30857136, -71.06257957",(42.30857136, -71.06257957),42.30857136,-71.06257957,2122
140280442,UNK   ,DISORDERLY,24xx,C11,338,5/7/2014 14:34,Unarmed,No,No,Day,2014,5,Wednesday,Part Two,774643.5291,2937801.125,CHURCH ST,,"42.30864135, -71.06199456",(42.30864135, -71.06199456),42.30864135,-71.06199456,2122
130187189,SSTOP ,DISORDERLY,24xx,C11,449,3/30/2013 22:34,Unarmed,No,No,First,2013,3,Saturday,Part Two,774002.9319,2938236.976,DOWNER CT,BOWDOIN ST,"42.30984635, -71.06435456",(42.30984635, -71.06435456),42.30984635,-71.06435456,2122
140112492,IVPER ,DISORDERLY,24xx,C11,334,2/23/2014 1:40,Unarmed,No,No,Last,2014,2,Sunday,Part Two,773670.2174,2938238.923,HENDRY ST,,"42.30985635, -71.06558456",(42.30985635, -71.06558456),42.30985635,-71.06558456,2122
142056369,IVPER,OPERATING UNDER INFLUENCE,21xx,C11,0,12/10/2014 20:45,Unarmed,No,No,First,2014,12,Wednesday,Part Two,773351.298,2924546.203,ADAMS ST,,"42.27228718, -71.06702057",(42.27228718, -71.06702057),42.27228718,-71.06702057,2124
142051350,DISTRB,DISORDERLY,24xx,B3,0,11/22/2014 17:46,Other,No,No,First,2014,11,Saturday,Part Two,771469.0275,2924578.335,MONSON ST,,"42.27240136, -71.07397456",(42.27240136, -71.07397456),42.27240136,-71.07397456,2124
142055364,DISTRB,DISORDERLY,24xx,B3,0,12/7/2014 3:39,Unarmed,No,No,Last,2014,12,Sunday,Part Two,771528.2197,2924806.84,CADDY RD,,"42.27302758, -71.07375164",(42.27302758, -71.07375164),42.27302758,-71.07375164,2124
130333988,ARREST,DISORDERLY,24xx,B3,410,6/3/2013 2:02,Unarmed,No,No,Last,2013,6,Monday,Part Two,770987.5859,2925058.795,CEDAR ST,,"42.27372636, -71.07574456",(42.27372636, -71.07574456),42.27372636,-71.07574456,2124
130766741,SSTOP ,PubDrink,PubDrink,B3,0,12/5/2013 9:59,Unarmed,No,No,Day,2013,12,Thursday,Part Two,772022.156,2925996.885,PLEASANT HILL TR,,"42.27628636, -71.07190456",(42.27628636, -71.07190456),42.27628636,-71.07190456,2124
140094365,MVA   ,OPERATING UNDER INFLUENCE,21xx,C11,403,2/14/2014 17:20,Other,No,No,First,2014,2,Friday,Part Two,772612.3343,2927031.17,WASHINGTON ST,,"42.27911636, -71.06970456",(42.27911636, -71.06970456),42.27911636,-71.06970456,2124
130299319,ARREST,PubDrink,PubDrink,C11,382,5/19/2013 13:10,Unarmed,No,No,Day,2013,5,Sunday,Part Two,777251.9682,2927067.798,HILL TOP ST,MYRTLEBANK AV,"42.27915137, -71.05255957",(42.27915137, -71.05255957),42.27915137,-71.05255957,2124
130421018,IVPER ,DISORDERLY,24xx,B3,416,7/8/2013 18:33,Unarmed,No,No,First,2013,7,Monday,Part Two,770309.8921,2927192.771,FAIRMOUNT ST,CAPEN ST,"42.27959137, -71.07820956",(42.27959137, -71.07820956),42.27959137,-71.07820956,2124
,IVPER,Disorderly Conduct,24xx,C11,415,7/8/2015 0:00,None,No,No,,2015,7,Wednesday,Part Two,772531,2930000,WASHINGTON ST,NULL,"42.279632546901, -71.0700017542508",(42.279632546901, -71.0700017542508),42.27963255,-71.07000175,2124
142019465,ARREST,OPERATING UNDER INFLUENCE,21xx,C11,0,8/15/2014 1:52,Other,No,No,Last,2014,8,Friday,Part Two,773574.3629,2927303.895,GALLIVAN BL,DORCHESTER AV,"42.27985136, -71.06614456",(42.27985136, -71.06614456),42.27985136,-71.06614456,2124
130747437,ARREST,OPERATING UNDER INFLUENCE,21xx,C11,388,11/25/2013 16:59,Unarmed,No,No,First,2013,11,Monday,Part Two,773866.0762,2927412.885,GALLIVAN BL,DORCHESTER AV,"42.28014636, -71.06506456",(42.28014636, -71.06506456),42.28014636,-71.06506456,2124
152022512,FIGHT,DISORDERLY,24xx,C11,0,3/20/2015 15:10,Unarmed,No,No,Day,2015,3,Friday,Part Two,776637.7731,2927563.843,GRANITE AV,,"42.28052136, -71.05481956",(42.28052136, -71.05481956),42.28052136,-71.05481956,2124
130293754,PARTY ,DISORDERLY,24xx,B3,416,5/17/2013 4:34,Unarmed,No,No,Last,2013,5,Friday,Part Two,772147.7053,2927617.192,OGDEN ST,,"42.28073086, -71.07141057",(42.28073086, -71.07141057),42.28073086,-71.07141057,2124
130521845,PARTY ,DISORDERLY,24xx,B3,416,8/19/2013 2:13,Unarmed,No,No,Last,2013,8,Monday,Part Two,772147.7053,2927617.192,OGDEN ST,,"42.28073086, -71.07141057",(42.28073086, -71.07141057),42.28073086,-71.07141057,2124
130670399,PARTY ,DISORDERLY,24xx,B3,416,10/21/2013 4:15,Unarmed,No,No,Last,2013,10,Monday,Part Two,772147.7053,2927617.192,OGDEN ST,,"42.28073086, -71.07141057",(42.28073086, -71.07141057),42.28073086,-71.07141057,2124
140126256,FIGHT ,DISORDERLY,24xx,B3,418,3/1/2014 4:00,Unarmed,No,No,Last,2014,3,Saturday,Part Two,769724.4234,2927656.346,SELDEN ST,,"42.28087136, -71.08036456",(42.28087136, -71.08036456),42.28087136,-71.08036456,2124
130311013,IVPER ,DISORDERLY,24xx,C11,403,5/22/2013 9:00,Other,No,No,Day,2013,5,Wednesday,Part Two,772730.5224,2927742.391,CROFTLAND AV,,"42.28106636, -71.06925456",(42.28106636, -71.06925456),42.28106636,-71.06925456,2124
140093730,TRANSP,DISORDERLY,24xx,C11,403,2/14/2014 12:00,Unarmed,No,No,Day,2014,2,Friday,Part Two,772730.5224,2927742.391,CROFTLAND AV,,"42.28106636, -71.06925456",(42.28106636, -71.06925456),42.28106636,-71.06925456,2124
140282440,IVPER ,DISORDERLY,24xx,C11,403,5/7/2014 10:30,Other,No,No,Day,2014,5,Wednesday,Part Two,772730.5224,2927742.391,CROFTLAND AV,,"42.28106636, -71.06925456",(42.28106636, -71.06925456),42.28106636,-71.06925456,2124
130531707,ARREST,OPERATING UNDER INFLUENCE,21xx,B3,418,8/23/2013 3:57,Other,No,No,Last,2013,8,Friday,Part Two,770478.3638,2927873.256,SELDEN ST,,"42.28145637, -71.07757457",(42.28145637, -71.07757457),42.28145637,-71.07757457,2124
140269155,MVADD ,OPERATING UNDER INFLUENCE,21xx,B3,417,5/2/2014 21:23,Other,No,No,First,2014,5,Friday,Part Two,771581.0667,2927901.49,FULLER ST,,"42.28151878, -71.0734992",(42.28151878, -71.0734992),42.28151878,-71.0734992,2124
130483319,IVPER ,DISORDERLY,24xx,B3,417,8/3/2013 0:53,Unarmed,No,No,Last,2013,8,Saturday,Part Two,769076.1199,2927970.212,EVANS ST,,"42.28174136, -71.08275456",(42.28174136, -71.08275456),42.28174136,-71.08275456,2124
120613416,ARREST,DISORDERLY,24xx,C11,390,9/29/2012 18:41,Unarmed,No,No,First,2012,9,Saturday,Part Two,775522.7791,2928097.397,ADAMS ST,GALLIVAN BL,"42.28200136, -71.05892957",(42.28200136, -71.05892957),42.28200136,-71.05892957,2124
130253218,ARREST,PubDrink,PubDrink,B3,417,4/29/2013 21:35,Unarmed,No,No,First,2013,4,Monday,Part Two,771508.3897,2928310.909,STOCKTON ST,,"42.28264325, -71.07376021",(42.28264325, -71.07376021),42.28264325,-71.07376021,2124
120541193,DISTRB,DISORDERLY,24xx,C11,402,8/30/2012 12:38,Unarmed,No,No,Day,2012,8,Thursday,Part Two,772155.9576,2928355.501,WASHINGTON ST,,"42.28275671, -71.07136636",(42.28275671, -71.07136636),42.28275671,-71.07136636,2124
130179685,IVPER ,DISORDERLY,24xx,C11,403,3/27/2013 15:00,Unarmed,No,No,Day,2013,3,Wednesday,Part Two,773585.2743,2928369.255,MERCIER AV,,"42.28277462, -71.06608422",(42.28277462, -71.06608422),42.28277462,-71.06608422,2124
130596269,HITRUN,OPERATING UNDER INFLUENCE,21xx,C11,383,9/18/2013 22:09,Unarmed,No,No,First,2013,9,Wednesday,Part Two,777017.4773,2928436.8,GALLIVAN BL,ROCKNE AV,"42.28291136, -71.05339957",(42.28291136, -71.05339957),42.28291136,-71.05339957,2124
120754805,UNK   ,DISORDERLY,24xx,B3,417,12/2/2012 2:45,Unarmed,No,No,Last,2012,12,Sunday,Part Two,769291.7881,2928414.041,CROWELL ST,,"42.28295636, -71.08194955",(42.28295636, -71.08194955),42.28295636,-71.08194955,2124
120754892,PARTY ,DISORDERLY,24xx,B3,417,12/2/2012 2:49,Unarmed,No,No,Last,2012,12,Sunday,Part Two,769291.7881,2928414.041,CROWELL ST,,"42.28295636, -71.08194955",(42.28295636, -71.08194955),42.28295636,-71.08194955,2124
140110222,CD19  ,DISORDERLY,24xx,B3,417,2/22/2014 2:35,Unarmed,No,No,Last,2014,2,Saturday,Part Two,769291.7881,2928414.041,CROWELL ST,,"42.28295636, -71.08194955",(42.28295636, -71.08194955),42.28295636,-71.08194955,2124
140141925,CD19  ,DISORDERLY,24xx,B3,417,3/8/2014 2:19,Unarmed,No,No,Last,2014,3,Saturday,Part Two,769291.7881,2928414.041,CROWELL ST,,"42.28295636, -71.08194955",(42.28295636, -71.08194955),42.28295636,-71.08194955,2124
140325579,PARTY ,DISORDERLY,24xx,B3,417,5/25/2014 4:16,Unarmed,No,No,Last,2014,5,Sunday,Part Two,769291.7881,2928414.041,CROWELL ST,,"42.28295636, -71.08194955",(42.28295636, -71.08194955),42.28295636,-71.08194955,2124
140342615,PARTY ,DISORDERLY,24xx,B3,417,6/1/2014 3:35,Unarmed,No,No,Last,2014,6,Sunday,Part Two,769291.7881,2928414.041,CROWELL ST,,"42.28295636, -71.08194955",(42.28295636, -71.08194955),42.28295636,-71.08194955,2124
140358082,PARTY ,DISORDERLY,24xx,B3,417,6/7/2014 4:15,Unarmed,No,No,Last,2014,6,Saturday,Part Two,769291.7881,2928414.041,CROWELL ST,,"42.28295636, -71.08194955",(42.28295636, -71.08194955),42.28295636,-71.08194955,2124
140360553,PARTY ,DISORDERLY,24xx,B3,417,6/8/2014 2:42,Unarmed,No,No,Last,2014,6,Sunday,Part Two,769291.7881,2928414.041,CROWELL ST,,"42.28295636, -71.08194955",(42.28295636, -71.08194955),42.28295636,-71.08194955,2124
152024926,ARREST,DISORDERLY,24xx,B3,0,3/27/2015 15:00,Unarmed,No,No,Day,2015,3,Friday,Part Two,770831.3612,2928448.969,MILTON AV,ROCKWELL ST,"42.28303136, -71.07625956",(42.28303136, -71.07625956),42.28303136,-71.07625956,2124
,SS,Disorderly Conduct,24xx,B3,434,7/19/2015 0:00,None,No,No,,2015,7,Sunday,Part Two,769983,2930000,STANTON ST,NULL,"42.2841137382299, -71.0793871760221",(42.2841137382299, -71.0793871760221),42.28411374,-71.07938718,2124
120752462,TSTOP ,OPERATING UNDER INFLUENCE,21xx,C11,435,12/1/2012 0:43,Unarmed,No,No,Last,2012,12,Saturday,Part Two,772098.3196,2928876.74,WASHINGTON ST,DUNBAR AV,"42.28418782, -71.07156968",(42.28418782, -71.07156968),42.28418782,-71.07156968,2124
130151547,CD11  ,DISORDERLY,24xx,B3,435,3/14/2013 14:18,Unarmed,No,No,Day,2013,3,Thursday,Part Two,771411.6405,2928906.461,ARMANDINE ST,,"42.28427881, -71.07410675",(42.28427881, -71.07410675),42.28427881,-71.07410675,2124
152019785,AB,DISORDERLY,24xx,C11,0,3/11/2015 19:49,Unarmed,No,No,First,2015,3,Wednesday,Part Two,773959.2319,2928944.028,DORCHESTER AV,,"42.28434661, -71.06469145",(42.28434661, -71.06469145),42.28434661,-71.06469145,2124
130000098,IVPER ,DISORDERLY,24xx,B3,430,1/1/2013 0:20,Unarmed,No,No,Last,2013,1,Tuesday,Part Two,767179.7129,2928975.929,FRONTENAC ST,BLUE HILL AV,"42.28452636, -71.08974455",(42.28452636, -71.08974455),42.28452636,-71.08974455,2124
120476048,IVPER ,PubDrink,PubDrink,B3,430,8/1/2012 20:10,Other,No,No,First,2012,8,Wednesday,Part Two,767179.7129,2928975.929,FRONTENAC ST,,"42.28452636, -71.08974455",(42.28452636, -71.08974455),42.28452636,-71.08974455,2124
,ARREST,Disorderly Conduct,24xx,B3,434,8/5/2015 0:00,None,No,No,,2015,8,Wednesday,Part Two,770249,2930000,THETFORD AVE,NULL,"42.2846599151482, -71.0783999723114",(42.2846599151482, -71.0783999723114),42.28465992,-71.07839997,2124
,IVPER,Disorderly Conduct,24xx,C11,402,7/23/2015 0:00,None,No,No,,2015,7,Thursday,Part Two,773599,2930000,BAILEY ST,NULL,"42.2846656832226, -71.0660218713165",(42.2846656832226, -71.0660218713165),42.28466568,-71.06602187,2124
